Date Administered,AgeGroupVacc,7-day_avg_group_cases_per_100k,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup
2021-06-20T00:00:00,65 - 74 Years,2.274230718,0.89,0.787
2021-06-20T00:00:00,75+ Years,2.746855825,0.851,0.752
2021-06-19T00:00:00,<12 Years,1.956809467,0.004,0.002
2021-06-19T00:00:00,12 - 15 Years,2.887292685,0.278,0.168
2021-06-19T00:00:00,16 - 17 Years,3.755388789,0.412,0.314
2021-06-19T00:00:00,18 - 24 Years,5.321592027,0.471,0.371
2021-06-19T00:00:00,25 - 39 Years,4.679100563,0.524,0.433
2021-06-19T00:00:00,40 - 49 Years,4.133780167,0.62,0.524
2021-06-19T00:00:00,50 - 64 Years,3.381539734,0.722,0.625
2021-06-19T00:00:00,65 - 74 Years,2.262778979,0.889,0.786
2021-06-19T00:00:00,75+ Years,2.755969945,0.851,0.751
2021-06-18T00:00:00,<12 Years,1.878870263,0.004,0.002
2021-06-18T00:00:00,12 - 15 Years,2.765992223,0.274,0.16
2021-06-18T00:00:00,16 - 17 Years,3.615853701,0.409,0.311
2021-06-18T00:00:00,18 - 24 Years,5.162279909,0.468,0.368
2021-06-18T00:00:00,25 - 39 Years,4.553505541,0.522,0.431
2021-06-18T00:00:00,40 - 49 Years,4.012604816,0.618,0.521
2021-06-18T00:00:00,50 - 64 Years,3.301626879,0.721,0.623
2021-06-18T00:00:00,65 - 74 Years,2.224606512,0.889,0.785
2021-06-18T00:00:00,75+ Years,2.661323305,0.85,0.75
2021-06-17T00:00:00,<12 Years,1.846147697,0.004,0.002
2021-06-17T00:00:00,12 - 15 Years,2.701070849,0.27,0.152
2021-06-17T00:00:00,16 - 17 Years,3.460814714,0.407,0.307
2021-06-17T00:00:00,18 - 24 Years,4.984531077,0.467,0.366
2021-06-17T00:00:00,25 - 39 Years,4.366273972,0.521,0.428
2021-06-17T00:00:00,40 - 49 Years,3.831550418,0.617,0.519
2021-06-17T00:00:00,50 - 64 Years,3.169952287,0.72,0.621
2021-06-17T00:00:00,65 - 74 Years,2.158865042,0.888,0.784
2021-06-17T00:00:00,75+ Years,2.538633216,0.849,0.749
2021-06-16T00:00:00,<12 Years,1.867268626,0.003,0.002
2021-06-16T00:00:00,12 - 15 Years,2.734385765,0.263,0.137
2021-06-16T00:00:00,16 - 17 Years,3.52627562,0.402,0.299
2021-06-16T00:00:00,18 - 24 Years,4.987367495,0.463,0.36
2021-06-16T00:00:00,25 - 39 Years,4.443741825,0.518,0.424
2021-06-16T00:00:00,40 - 49 Years,3.871942201,0.614,0.515
2021-06-16T00:00:00,50 - 64 Years,3.18856835,0.717,0.617
2021-06-16T00:00:00,65 - 74 Years,2.130447762,0.886,0.781
2021-06-16T00:00:00,75+ Years,2.507785422,0.848,0.747
2021-06-15T00:00:00,<12 Years,2.060926723,0.003,0.001
2021-06-15T00:00:00,12 - 15 Years,3.029948862,0.26,0.128
2021-06-15T00:00:00,16 - 17 Years,3.860470769,0.4,0.296
2021-06-15T00:00:00,18 - 24 Years,5.296064269,0.461,0.358
2021-06-15T00:00:00,25 - 39 Years,4.789497531,0.517,0.422
2021-06-15T00:00:00,40 - 49 Years,4.109686822,0.613,0.512
2021-06-15T00:00:00,50 - 64 Years,3.349302162,0.717,0.616
2021-06-15T00:00:00,65 - 74 Years,2.177527137,0.886,0.78
2021-06-15T00:00:00,75+ Years,2.608741839,0.848,0.747
2021-06-14T00:00:00,<12 Years,2.381310396,0.003,0.001
2021-06-14T00:00:00,12 - 15 Years,3.523692996,0.256,0.114
2021-06-14T00:00:00,16 - 17 Years,4.347982249,0.398,0.291
2021-06-14T00:00:00,18 - 24 Years,5.768327788,0.46,0.355
2021-06-14T00:00:00,25 - 39 Years,5.427182504,0.515,0.419
2021-06-14T00:00:00,40 - 49 Years,4.693950428,0.611,0.51
2021-06-14T00:00:00,50 - 64 Years,3.806757856,0.715,0.614
2021-06-14T00:00:00,65 - 74 Years,2.411227459,0.885,0.779
2021-06-14T00:00:00,75+ Years,2.899692621,0.847,0.746
2021-06-13T00:00:00,<12 Years,2.316460219,0.003,0.001
2021-06-13T00:00:00,12 - 15 Years,3.485252708,0.252,0.105
2021-06-13T00:00:00,16 - 17 Years,4.289411966,0.396,0.287
2021-06-13T00:00:00,18 - 24 Years,5.206717117,0.458,0.351
2021-06-13T00:00:00,25 - 39 Years,5.180425227,0.514,0.416
2021-06-13T00:00:00,40 - 49 Years,4.485968174,0.61,0.506
2021-06-13T00:00:00,50 - 64 Years,3.597667685,0.714,0.61
2021-06-13T00:00:00,65 - 74 Years,2.217396157,0.885,0.777
2021-06-13T00:00:00,75+ Years,2.610845097,0.847,0.744
2021-06-12T00:00:00,<12 Years,2.324194643,0.003,0.001
2021-06-12T00:00:00,12 - 15 Years,3.507462652,0.248,0.094
2021-06-12T00:00:00,16 - 17 Years,4.363486148,0.393,0.282
2021-06-12T00:00:00,18 - 24 Years,5.216644578,0.456,0.348
2021-06-12T00:00:00,25 - 39 Years,5.20132255,0.512,0.413
2021-06-12T00:00:00,40 - 49 Years,4.499786416,0.608,0.503
2021-06-12T00:00:00,50 - 64 Years,3.587905603,0.713,0.608
2021-06-12T00:00:00,65 - 74 Years,2.218244434,0.884,0.775
2021-06-12T00:00:00,75+ Years,2.608741839,0.846,0.743
2021-06-11T00:00:00,<12 Years,2.362271812,0.003,0.001
2021-06-11T00:00:00,12 - 15 Years,3.559570597,0.241,0.081
2021-06-11T00:00:00,16 - 17 Years,4.425501743,0.389,0.276
2021-06-11T00:00:00,18 - 24 Years,5.248317907,0.453,0.344
2021-06-11T00:00:00,25 - 39 Years,5.271191377,0.51,0.41
2021-06-11T00:00:00,40 - 49 Years,4.547973105,0.606,0.5
2021-06-11T00:00:00,50 - 64 Years,3.609245968,0.711,0.605
2021-06-11T00:00:00,65 - 74 Years,2.234361698,0.883,0.774
2021-06-11T00:00:00,75+ Years,2.60663858,0.845,0.742
2021-06-10T00:00:00,<12 Years,2.45211013,0.003,0.001
2021-06-10T00:00:00,12 - 15 Years,3.66805763,0.238,0.074
2021-06-10T00:00:00,16 - 17 Years,4.609825871,0.387,0.273
2021-06-10T00:00:00,18 - 24 Years,5.323955708,0.451,0.342
2021-06-10T00:00:00,25 - 39 Years,5.356469341,0.509,0.409
2021-06-10T00:00:00,40 - 49 Years,4.618835883,0.605,0.499
2021-06-10T00:00:00,50 - 64 Years,3.663959031,0.71,0.604
2021-06-10T00:00:00,65 - 74 Years,2.256841039,0.882,0.773
2021-06-10T00:00:00,75+ Years,2.635383115,0.845,0.741
2021-06-09T00:00:00,<12 Years,2.54313836,0.003,0.001
2021-06-09T00:00:00,12 - 15 Years,3.768856605,0.234,0.065
2021-06-09T00:00:00,16 - 17 Years,4.792427345,0.386,0.27
2021-06-09T00:00:00,18 - 24 Years,5.405266344,0.45,0.34
2021-06-09T00:00:00,25 - 39 Years,5.376100159,0.508,0.407
2021-06-09T00:00:00,40 - 49 Years,4.666313945,0.604,0.497
2021-06-09T00:00:00,50 - 64 Years,3.696196604,0.709,0.602
2021-06-09T00:00:00,65 - 74 Years,2.274654857,0.882,0.772
2021-06-09T00:00:00,75+ Years,2.699181961,0.844,0.74
2021-06-08T00:00:00,<12 Years,2.465199157,0.003,0.001
2021-06-08T00:00:00,12 - 15 Years,3.642430772,0.231,0.055
2021-06-08T00:00:00,16 - 17 Years,4.64772429,0.384,0.267
2021-06-08T00:00:00,18 - 24 Years,5.195371447,0.449,0.338
2021-06-08T00:00:00,25 - 39 Years,5.059051887,0.506,0.405
2021-06-08T00:00:00,40 - 49 Years,4.432466777,0.603,0.495
2021-06-08T00:00:00,50 - 64 Years,3.51866293,0.709,0.601
2021-06-08T00:00:00,65 - 74 Years,2.172437475,0.881,0.771
2021-06-08T00:00:00,75+ Years,2.559665803,0.844,0.74
2021-06-07T00:00:00,<12 Years,2.355132343,0.003,0
2021-06-07T00:00:00,12 - 15 Years,3.469876594,0.225,0.041
2021-06-07T00:00:00,16 - 17 Years,4.447896263,0.381,0.264
2021-06-07T00:00:00,18 - 24 Years,4.816709706,0.447,0.336
2021-06-07T00:00:00,25 - 39 Years,4.62400762,0.505,0.403
2021-06-07T00:00:00,40 - 49 Years,4.027485999,0.601,0.493
2021-06-07T00:00:00,50 - 64 Years,3.199919608,0.707,0.599
2021-06-07T00:00:00,65 - 74 Years,2.036289011,0.88,0.77
2021-06-07T00:00:00,75+ Years,2.343731246,0.844,0.739
2021-06-06T00:00:00,<12 Years,2.224242077,0.003,0
2021-06-06T00:00:00,12 - 15 Years,3.310135844,0.219,0.026
2021-06-06T00:00:00,16 - 17 Years,4.194665918,0.378,0.26
2021-06-06T00:00:00,18 - 24 Years,4.512267558,0.445,0.333
2021-06-06T00:00:00,25 - 39 Years,4.362685543,0.503,0.401
2021-06-06T00:00:00,40 - 49 Years,3.853872193,0.6,0.491
2021-06-06T00:00:00,50 - 64 Years,3.011034676,0.706,0.597
2021-06-06T00:00:00,65 - 74 Years,1.940009568,0.88,0.769
2021-06-06T00:00:00,75+ Years,2.234361795,0.843,0.738
2021-06-05T00:00:00,<12 Years,2.237926059,0.003,0
2021-06-05T00:00:00,12 - 15 Years,3.387870647,0.213,0.015
2021-06-05T00:00:00,16 - 17 Years,4.194665918,0.375,0.256
2021-06-05T00:00:00,18 - 24 Years,4.550086458,0.443,0.33
2021-06-05T00:00:00,25 - 39 Years,4.396036826,0.501,0.398
2021-06-05T00:00:00,40 - 49 Years,3.925089285,0.598,0.488
2021-06-05T00:00:00,50 - 64 Years,3.062342362,0.705,0.595
2021-06-05T00:00:00,65 - 74 Years,1.952733724,0.879,0.767
2021-06-05T00:00:00,75+ Years,2.272921537,0.842,0.737
2021-06-04T00:00:00,<12 Years,2.266781413,0.003,0
2021-06-04T00:00:00,12 - 15 Years,3.439978592,0.208,0.01
2021-06-04T00:00:00,16 - 17 Years,4.254958857,0.372,0.253
2021-06-04T00:00:00,18 - 24 Years,4.57892337,0.44,0.327
2021-06-04T00:00:00,25 - 39 Years,4.408912954,0.499,0.396
2021-06-04T00:00:00,40 - 49 Years,3.966189696,0.596,0.486
2021-06-04T00:00:00,50 - 64 Years,3.114785173,0.703,0.593
2021-06-04T00:00:00,65 - 74 Years,1.995571714,0.878,0.766
2021-06-04T00:00:00,75+ Years,2.282035658,0.842,0.736
2021-06-03T00:00:00,<12 Years,2.28819982,0.003,0
2021-06-03T00:00:00,12 - 15 Years,3.599719341,0.203,0.008
2021-06-03T00:00:00,16 - 17 Years,4.335923662,0.369,0.248
2021-06-03T00:00:00,18 - 24 Years,4.619578688,0.437,0.324
2021-06-03T00:00:00,25 - 39 Years,4.445430498,0.497,0.393
2021-06-03T00:00:00,40 - 49 Years,4.043075811,0.594,0.482
2021-06-03T00:00:00,50 - 64 Years,3.176536016,0.701,0.589
2021-06-03T00:00:00,65 - 74 Years,2.031199349,0.877,0.764
2021-06-03T00:00:00,75+ Years,2.272921537,0.841,0.734
2021-06-02T00:00:00,<12 Years,2.466686546,0.002,0
2021-06-02T00:00:00,12 - 15 Years,3.896990896,0.199,0.007
2021-06-02T00:00:00,16 - 17 Years,4.571927452,0.367,0.246
2021-06-02T00:00:00,18 - 24 Years,5.043623109,0.436,0.321
2021-06-02T00:00:00,25 - 39 Years,4.833825185,0.496,0.391
2021-06-02T00:00:00,40 - 49 Years,4.332550259,0.593,0.48
2021-06-02T00:00:00,50 - 64 Years,3.534327666,0.7,0.588
2021-06-02T00:00:00,65 - 74 Years,2.283137627,0.876,0.763
2021-06-02T00:00:00,75+ Years,2.521807147,0.84,0.734
2021-06-01T00:00:00,<12 Years,2.534214024,0.002,0
2021-06-01T00:00:00,12 - 15 Years,4.087483875,0.197,0.007
2021-06-01T00:00:00,16 - 17 Years,4.706294574,0.365,0.244
2021-06-01T00:00:00,18 - 24 Years,5.093260416,0.435,0.32
2021-06-01T00:00:00,25 - 39 Years,4.939156136,0.495,0.39
2021-06-01T00:00:00,40 - 49 Years,4.408019118,0.592,0.479
2021-06-01T00:00:00,50 - 64 Years,3.610608119,0.699,0.587
2021-06-01T00:00:00,65 - 74 Years,2.329792864,0.876,0.763
2021-06-01T00:00:00,75+ Years,2.535828871,0.84,0.733
2021-05-31T00:00:00,<12 Years,2.538378714,0.002,0
2021-05-31T00:00:00,12 - 15 Years,4.160947535,0.195,0.007
2021-05-31T00:00:00,16 - 17 Years,4.842384351,0.364,0.243
2021-05-31T00:00:00,18 - 24 Years,5.226099303,0.433,0.319
2021-05-31T00:00:00,25 - 39 Years,4.992982573,0.494,0.389
2021-05-31T00:00:00,40 - 49 Years,4.451599727,0.591,0.478
2021-05-31T00:00:00,50 - 64 Years,3.606748692,0.699,0.586
2021-05-31T00:00:00,65 - 74 Years,2.326823894,0.876,0.762
2021-05-31T00:00:00,75+ Years,2.554057113,0.84,0.733
2021-05-30T00:00:00,<12 Years,2.87780097,0.002,0
2021-05-30T00:00:00,12 - 15 Years,4.726446871,0.19,0.007
2021-05-30T00:00:00,16 - 17 Years,5.471153575,0.361,0.24
2021-05-30T00:00:00,18 - 24 Years,5.900221204,0.431,0.316
2021-05-30T00:00:00,25 - 39 Years,5.632989471,0.492,0.386
2021-05-30T00:00:00,40 - 49 Years,4.988385272,0.589,0.476
2021-05-30T00:00:00,50 - 64 Years,4.046269398,0.697,0.583
2021-05-30T00:00:00,65 - 74 Years,2.569431125,0.875,0.761
2021-05-30T00:00:00,75+ Years,2.803643809,0.839,0.732
2021-05-29T00:00:00,<12 Years,3.007501324,0.002,0
2021-05-29T00:00:00,12 - 15 Years,4.945129394,0.183,0.007
2021-05-29T00:00:00,16 - 17 Years,5.646864427,0.358,0.236
2021-05-29T00:00:00,18 - 24 Years,6.051496805,0.429,0.313
2021-05-29T00:00:00,25 - 39 Years,5.797001793,0.49,0.384
2021-05-29T00:00:00,40 - 49 Years,5.098222578,0.587,0.472
2021-05-29T00:00:00,50 - 64 Years,4.161144128,0.696,0.581
2021-05-29T00:00:00,65 - 74 Years,2.647472612,0.874,0.76
2021-05-29T00:00:00,75+ Years,2.854122017,0.839,0.731
2021-05-28T00:00:00,<12 Years,3.11875805,0.002,0
2021-05-28T00:00:00,12 - 15 Years,5.167228832,0.175,0.006
2021-05-28T00:00:00,16 - 17 Years,5.827743245,0.353,0.232
2021-05-28T00:00:00,18 - 24 Years,6.255718868,0.425,0.309
2021-05-28T00:00:00,25 - 39 Years,6.002175508,0.487,0.38
2021-05-28T00:00:00,40 - 49 Years,5.282111487,0.584,0.469
2021-05-28T00:00:00,50 - 64 Years,4.288505242,0.693,0.577
2021-05-28T00:00:00,65 - 74 Years,2.717031328,0.873,0.758
2021-05-28T00:00:00,75+ Years,2.995040348,0.838,0.73
2021-05-27T00:00:00,<12 Years,3.471864288,0.002,0
2021-05-27T00:00:00,12 - 15 Years,5.699413253,0.168,0.006
2021-05-27T00:00:00,16 - 17 Years,6.453067158,0.349,0.228
2021-05-27T00:00:00,18 - 24 Years,6.949695691,0.422,0.305
2021-05-27T00:00:00,25 - 39 Years,6.733792892,0.485,0.377
2021-05-27T00:00:00,40 - 49 Years,5.998888489,0.582,0.465
2021-05-27T00:00:00,50 - 64 Years,4.802263176,0.692,0.574
2021-05-27T00:00:00,65 - 74 Years,2.984238593,0.872,0.756
2021-05-27T00:00:00,75+ Years,3.368719305,0.837,0.728
2021-05-26T00:00:00,<12 Years,3.508454067,0.002,0
2021-05-26T00:00:00,12 - 15 Years,5.851465944,0.159,0.006
2021-05-26T00:00:00,16 - 17 Years,6.456512469,0.345,0.222
2021-05-26T00:00:00,18 - 24 Years,6.927477087,0.419,0.301
2021-05-26T00:00:00,25 - 39 Years,6.687776565,0.483,0.373
2021-05-26T00:00:00,40 - 49 Years,6.002785942,0.58,0.461
2021-05-26T00:00:00,50 - 64 Years,4.698739703,0.69,0.571
2021-05-26T00:00:00,65 - 74 Years,2.857845315,0.871,0.754
2021-05-26T00:00:00,75+ Years,3.226398802,0.836,0.727
2021-05-25T00:00:00,<12 Years,3.732157429,0.002,0
2021-05-25T00:00:00,12 - 15 Years,6.275163332,0.151,0.006
2021-05-25T00:00:00,16 - 17 Years,6.878563044,0.341,0.218
2021-05-25T00:00:00,18 - 24 Years,7.383667573,0.417,0.297
2021-05-25T00:00:00,25 - 39 Years,7.098123996,0.481,0.37
2021-05-25T00:00:00,40 - 49 Years,6.401034755,0.578,0.458
2021-05-25T00:00:00,50 - 64 Years,4.965494265,0.688,0.568
2021-05-25T00:00:00,65 - 74 Years,3.001628272,0.87,0.753
2021-05-25T00:00:00,75+ Years,3.400969271,0.835,0.726
2021-05-24T00:00:00,<12 Years,4.001672385,0.002,0
2021-05-24T00:00:00,12 - 15 Years,6.805639296,0.144,0.006
2021-05-24T00:00:00,16 - 17 Years,7.422922152,0.339,0.216
2021-05-24T00:00:00,18 - 24 Years,8.190155625,0.415,0.295
2021-05-24T00:00:00,25 - 39 Years,7.889689255,0.479,0.368
2021-05-24T00:00:00,40 - 49 Years,7.06891644,0.576,0.456
2021-05-24T00:00:00,50 - 64 Years,5.614332167,0.687,0.566
2021-05-24T00:00:00,65 - 74 Years,3.33075976,0.869,0.752
2021-05-24T00:00:00,75+ Years,3.740295004,0.835,0.725
2021-05-23T00:00:00,<12 Years,4.164095305,0.002,0
2021-05-23T00:00:00,12 - 15 Years,7.197730226,0.134,0.006
2021-05-23T00:00:00,16 - 17 Years,7.798461031,0.335,0.212
2021-05-23T00:00:00,18 - 24 Years,8.455360664,0.412,0.292
2021-05-23T00:00:00,25 - 39 Years,8.083464431,0.477,0.365
2021-05-23T00:00:00,40 - 49 Years,7.286110855,0.574,0.453
2021-05-23T00:00:00,50 - 64 Years,5.727390696,0.686,0.564
2021-05-23T00:00:00,65 - 74 Years,3.360449456,0.868,0.751
2021-05-23T00:00:00,75+ Years,3.849664455,0.834,0.725
2021-05-22T00:00:00,<12 Years,4.30480234,0.002,0
2021-05-22T00:00:00,12 - 15 Years,7.48304258,0.123,0.005
2021-05-22T00:00:00,16 - 17 Years,8.051691376,0.33,0.206
2021-05-22T00:00:00,18 - 24 Years,8.760748285,0.409,0.288
2021-05-22T00:00:00,25 - 39 Years,8.347530602,0.475,0.361
2021-05-22T00:00:00,40 - 49 Years,7.495510365,0.571,0.448
2021-05-22T00:00:00,50 - 64 Years,5.884719131,0.683,0.56
2021-05-22T00:00:00,65 - 74 Years,3.44485302,0.867,0.749
2021-05-22T00:00:00,75+ Years,3.940104577,0.834,0.723
2021-05-21T00:00:00,<12 Years,4.556766101,0.001,0
2021-05-21T00:00:00,12 - 15 Years,7.858903166,0.106,0.005
2021-05-21T00:00:00,16 - 17 Years,8.521976303,0.324,0.199
2021-05-21T00:00:00,18 - 24 Years,9.152646641,0.404,0.282
2021-05-21T00:00:00,25 - 39 Years,8.696452568,0.471,0.355
2021-05-21T00:00:00,40 - 49 Years,7.809432472,0.567,0.442
2021-05-21T00:00:00,50 - 64 Years,6.126500925,0.68,0.555
2021-05-21T00:00:00,65 - 74 Years,3.560642835,0.865,0.746
2021-05-21T00:00:00,75+ Years,4.039658821,0.832,0.721
2021-05-20T00:00:00,<12 Years,4.585323977,0.001,0
2021-05-20T00:00:00,12 - 15 Years,8.046833459,0.089,0.005
2021-05-20T00:00:00,16 - 17 Years,8.609831728,0.318,0.193
2021-05-20T00:00:00,18 - 24 Years,9.310067814,0.4,0.276
2021-05-20T00:00:00,25 - 39 Years,8.604419914,0.467,0.351
2021-05-20T00:00:00,40 - 49 Years,7.644322199,0.564,0.437
2021-05-20T00:00:00,50 - 64 Years,6.074512163,0.677,0.55
2021-05-20T00:00:00,65 - 74 Years,3.521622092,0.864,0.744
2021-05-20T00:00:00,75+ Years,3.989881699,0.831,0.72
2021-05-19T00:00:00,<12 Years,5.183849463,0.001,0
2021-05-19T00:00:00,12 - 15 Years,9.127432644,0.073,0.005
2021-05-19T00:00:00,16 - 17 Years,10.13265911,0.313,0.186
2021-05-19T00:00:00,18 - 24 Years,11.8590617,0.396,0.271
2021-05-19T00:00:00,25 - 39 Years,10.0290263,0.464,0.346
2021-05-19T00:00:00,40 - 49 Years,8.889026898,0.561,0.432
2021-05-19T00:00:00,50 - 64 Years,7.152654641,0.675,0.545
2021-05-19T00:00:00,65 - 74 Years,4.073002161,0.862,0.742
2021-05-19T00:00:00,75+ Years,4.514995281,0.83,0.718
2021-05-18T00:00:00,<12 Years,5.56105141,0.001,0
2021-05-18T00:00:00,12 - 15 Years,9.733934954,0.06,0.004
2021-05-18T00:00:00,16 - 17 Years,10.93024856,0.309,0.18
2021-05-18T00:00:00,18 - 24 Years,12.67547722,0.393,0.267
2021-05-18T00:00:00,25 - 39 Years,10.64982454,0.462,0.342
2021-05-18T00:00:00,40 - 49 Years,9.393569879,0.558,0.427
2021-05-18T00:00:00,50 - 64 Years,7.581959215,0.673,0.541
2021-05-18T00:00:00,65 - 74 Years,4.237992044,0.861,0.739
2021-05-18T00:00:00,75+ Years,4.61174518,0.829,0.716
2021-05-17T00:00:00,<12 Years,5.670820746,0.001,0
2021-05-17T00:00:00,12 - 15 Years,9.965430906,0.05,0.004
2021-05-17T00:00:00,16 - 17 Years,11.07839693,0.307,0.176
2021-05-17T00:00:00,18 - 24 Years,12.57147524,0.391,0.264
2021-05-17T00:00:00,25 - 39 Years,10.40475594,0.46,0.339
2021-05-17T00:00:00,40 - 49 Years,9.218184503,0.557,0.424
2021-05-17T00:00:00,50 - 64 Years,7.301356119,0.671,0.539
2021-05-17T00:00:00,65 - 74 Years,4.122202229,0.86,0.738
2021-05-17T00:00:00,75+ Years,4.453299693,0.828,0.716
2021-05-16T00:00:00,<12 Years,6.352045081,0,0
2021-05-16T00:00:00,12 - 15 Years,11.09386689,0.035,0.004
2021-05-16T00:00:00,16 - 17 Years,12.29459165,0.303,0.17
2021-05-16T00:00:00,18 - 24 Years,14.06721275,0.389,0.26
2021-05-16T00:00:00,25 - 39 Years,11.70313405,0.458,0.336
2021-05-16T00:00:00,40 - 49 Years,10.35659503,0.555,0.421
2021-05-16T00:00:00,50 - 64 Years,8.345898873,0.669,0.536
2021-05-16T00:00:00,65 - 74 Years,4.774527265,0.859,0.737
2021-05-16T00:00:00,75+ Years,5.14457071,0.828,0.715
2021-05-15T00:00:00,<12 Years,7.252808089,0,0
2021-05-15T00:00:00,12 - 15 Years,12.39058592,0.022,0.004
2021-05-15T00:00:00,16 - 17 Years,13.93455959,0.299,0.163
2021-05-15T00:00:00,18 - 24 Years,15.6220423,0.386,0.255
2021-05-15T00:00:00,25 - 39 Years,12.93882019,0.456,0.331
2021-05-15T00:00:00,40 - 49 Years,11.6105119,0.552,0.415
2021-05-15T00:00:00,50 - 64 Years,9.451511395,0.667,0.531
2021-05-15T00:00:00,65 - 74 Years,5.409886761,0.858,0.735
2021-05-15T00:00:00,75+ Years,5.732080965,0.826,0.713
2021-05-14T00:00:00,<12 Years,7.611566407,0,0
2021-05-14T00:00:00,12 - 15 Years,13.02784045,0.011,0.003
2021-05-14T00:00:00,16 - 17 Years,14.58055537,0.295,0.155
2021-05-14T00:00:00,18 - 24 Years,16.27300012,0.382,0.248
2021-05-14T00:00:00,25 - 39 Years,13.47011879,0.452,0.325
2021-05-14T00:00:00,40 - 49 Years,12.12532998,0.548,0.408
2021-05-14T00:00:00,50 - 64 Years,9.931669605,0.664,0.525
2021-05-14T00:00:00,65 - 74 Years,5.683880242,0.856,0.732
2021-05-14T00:00:00,75+ Years,5.919270987,0.825,0.711
2021-05-13T00:00:00,<12 Years,8.291898309,0,0
2021-05-13T00:00:00,12 - 15 Years,13.96749192,0.009,0.003
2021-05-13T00:00:00,16 - 17 Years,15.75885167,0.291,0.148
2021-05-13T00:00:00,18 - 24 Years,17.22367273,0.378,0.242
2021-05-13T00:00:00,25 - 39 Years,14.38010222,0.45,0.319
2021-05-13T00:00:00,40 - 49 Years,13.00473706,0.546,0.403
2021-05-13T00:00:00,50 - 64 Years,10.58799934,0.662,0.52
2021-05-13T00:00:00,65 - 74 Years,5.972294432,0.854,0.73
2021-05-13T00:00:00,75+ Years,6.112770785,0.824,0.709
2021-05-12T00:00:00,<12 Years,8.953786583,0,0
2021-05-12T00:00:00,12 - 15 Years,14.79780212,0.008,0.003
2021-05-12T00:00:00,16 - 17 Years,16.87340972,0.287,0.141
2021-05-12T00:00:00,18 - 24 Years,17.50542354,0.375,0.236
2021-05-12T00:00:00,25 - 39 Years,15.17567807,0.447,0.314
2021-05-12T00:00:00,40 - 49 Years,13.83064274,0.543,0.397
2021-05-12T00:00:00,50 - 64 Years,11.07360615,0.659,0.515
2021-05-12T00:00:00,65 - 74 Years,6.329419062,0.853,0.727
2021-05-12T00:00:00,75+ Years,6.652607177,0.823,0.707
2021-05-11T00:00:00,<12 Years,8.894588486,0,0
2021-05-11T00:00:00,12 - 15 Years,14.90799761,0.008,0.003
2021-05-11T00:00:00,16 - 17 Years,16.79072226,0.284,0.135
2021-05-11T00:00:00,18 - 24 Years,17.40567619,0.372,0.231
2021-05-11T00:00:00,25 - 39 Years,15.09694372,0.445,0.309
2021-05-11T00:00:00,40 - 49 Years,13.76474035,0.541,0.392
2021-05-11T00:00:00,50 - 64 Years,10.96554218,0.657,0.51
2021-05-11T00:00:00,65 - 74 Years,6.309484552,0.852,0.725
2021-05-11T00:00:00,75+ Years,6.647699573,0.822,0.706
2021-05-10T00:00:00,<12 Years,9.122456539,0,0
2021-05-10T00:00:00,12 - 15 Years,15.32656963,0.008,0.002
2021-05-10T00:00:00,16 - 17 Years,17.32474544,0.281,0.129
2021-05-10T00:00:00,18 - 24 Years,17.91575861,0.369,0.226
2021-05-10T00:00:00,25 - 39 Years,15.55858457,0.442,0.305
2021-05-10T00:00:00,40 - 49 Years,14.11976287,0.538,0.387
2021-05-10T00:00:00,50 - 64 Years,11.2806531,0.654,0.506
2021-05-10T00:00:00,65 - 74 Years,6.405339856,0.85,0.723
2021-05-10T00:00:00,75+ Years,6.720612541,0.821,0.705
2021-05-09T00:00:00,<12 Years,8.891613707,0,0
2021-05-09T00:00:00,12 - 15 Years,15.10105328,0.008,0.002
2021-05-09T00:00:00,16 - 17 Years,17.19726894,0.277,0.12
2021-05-09T00:00:00,18 - 24 Years,17.34043858,0.366,0.22
2021-05-09T00:00:00,25 - 39 Years,15.03129657,0.439,0.299
2021-05-09T00:00:00,40 - 49 Years,13.63116402,0.535,0.381
2021-05-09T00:00:00,50 - 64 Years,10.7482791,0.652,0.501
2021-05-09T00:00:00,65 - 74 Years,6.021918639,0.849,0.721
2021-05-09T00:00:00,75+ Years,6.264205409,0.82,0.703
2021-05-08T00:00:00,<12 Years,8.255606008,0,0
2021-05-08T00:00:00,12 - 15 Years,14.31089182,0.007,0.002
2021-05-08T00:00:00,16 - 17 Years,16.23430456,0.272,0.111
2021-05-08T00:00:00,18 - 24 Years,16.57555132,0.362,0.213
2021-05-08T00:00:00,25 - 39 Years,14.28194812,0.436,0.292
2021-05-08T00:00:00,40 - 49 Years,12.83785521,0.531,0.374
2021-05-08T00:00:00,50 - 64 Years,9.943928963,0.649,0.494
2021-05-08T00:00:00,65 - 74 Years,5.526100714,0.847,0.718
2021-05-08T00:00:00,75+ Years,5.778352656,0.819,0.701
2021-05-07T00:00:00,<12 Years,8.151191274,0,0
2021-05-07T00:00:00,12 - 15 Years,14.33651868,0.007,0.002
2021-05-07T00:00:00,16 - 17 Years,16.32732796,0.267,0.103
2021-05-07T00:00:00,18 - 24 Years,16.5764968,0.357,0.205
2021-05-07T00:00:00,25 - 39 Years,14.24901901,0.432,0.285
2021-05-07T00:00:00,40 - 49 Years,12.7864797,0.527,0.366
2021-05-07T00:00:00,50 - 64 Years,9.776384396,0.645,0.486
