Date Administered,AgeGroupVacc,7-day_avg_group_cases_per_100k,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup
2021-08-02T00:00:00,<12 Years,13.82320193,0.005,0.003
2021-08-02T00:00:00,12 - 15 Years,17.71243012,0.395,0.29
2021-08-02T00:00:00,16 - 17 Years,21.78125498,0.502,0.403
2021-08-02T00:00:00,18 - 24 Years,27.2712091,0.537,0.44
2021-08-02T00:00:00,25 - 39 Years,26.74287398,0.577,0.488
2021-08-02T00:00:00,40 - 49 Years,21.65318482,0.673,0.58
2021-08-02T00:00:00,50 - 64 Years,15.46245651,0.767,0.674
2021-08-02T00:00:00,65 - 74 Years,10.46943511,0.92,0.819
2021-08-02T00:00:00,75+ Years,11.07435799,0.875,0.779
2021-08-01T00:00:00,<12 Years,13.20355552,0.005,0.003
2021-08-01T00:00:00,12 - 15 Years,17.05552833,0.393,0.289
2021-08-01T00:00:00,16 - 17 Years,21.0077827,0.5,0.402
2021-08-01T00:00:00,18 - 24 Years,26.32762754,0.536,0.439
2021-08-01T00:00:00,25 - 39 Years,25.8151595,0.576,0.488
2021-08-01T00:00:00,40 - 49 Years,20.83790856,0.672,0.579
2021-08-01T00:00:00,50 - 64 Years,14.80975918,0.766,0.674
2021-08-01T00:00:00,65 - 74 Years,10.04232762,0.919,0.819
2021-08-01T00:00:00,75+ Years,10.56116287,0.874,0.779
2021-07-31T00:00:00,<12 Years,12.58331415,0.005,0.003
2021-07-31T00:00:00,12 - 15 Years,16.20984201,0.389,0.287
2021-07-31T00:00:00,16 - 17 Years,20.18952138,0.497,0.401
2021-07-31T00:00:00,18 - 24 Years,25.34575433,0.534,0.438
2021-07-31T00:00:00,25 - 39 Years,24.88702285,0.574,0.487
2021-07-31T00:00:00,40 - 49 Years,20.04282819,0.67,0.578
2021-07-31T00:00:00,50 - 64 Years,14.22040187,0.765,0.673
2021-07-31T00:00:00,65 - 74 Years,9.616492555,0.918,0.818
2021-07-31T00:00:00,75+ Years,10.08792967,0.874,0.778
2021-07-30T00:00:00,<12 Years,11.77238946,0.005,0.003
2021-07-30T00:00:00,12 - 15 Years,15.23431294,0.386,0.285
2021-07-30T00:00:00,16 - 17 Years,19.14214689,0.494,0.399
2021-07-30T00:00:00,18 - 24 Years,23.93605482,0.532,0.437
2021-07-30T00:00:00,25 - 39 Years,23.68869858,0.572,0.486
2021-07-30T00:00:00,40 - 49 Years,19.06846499,0.668,0.577
2021-07-30T00:00:00,50 - 64 Years,13.47961878,0.763,0.672
2021-07-30T00:00:00,65 - 74 Years,9.16648159,0.917,0.818
2021-07-30T00:00:00,75+ Years,9.550897626,0.873,0.777
2021-07-29T00:00:00,<12 Years,11.29017782,0.005,0.003
2021-07-29T00:00:00,12 - 15 Years,14.63549869,0.381,0.283
2021-07-29T00:00:00,16 - 17 Years,18.33766682,0.49,0.397
2021-07-29T00:00:00,18 - 24 Years,22.68377648,0.529,0.435
2021-07-29T00:00:00,25 - 39 Years,22.72151138,0.57,0.485
2021-07-29T00:00:00,40 - 49 Years,18.24787402,0.666,0.576
2021-07-29T00:00:00,50 - 64 Years,12.90887753,0.762,0.671
2021-07-29T00:00:00,65 - 74 Years,8.735556859,0.916,0.817
2021-07-29T00:00:00,75+ Years,9.015267751,0.872,0.777
2021-07-28T00:00:00,<12 Years,10.56760406,0.005,0.003
2021-07-28T00:00:00,12 - 15 Years,13.75991437,0.378,0.281
2021-07-28T00:00:00,16 - 17 Years,17.49184301,0.488,0.396
2021-07-28T00:00:00,18 - 24 Years,21.38469725,0.527,0.434
2021-07-28T00:00:00,25 - 39 Years,21.51727676,0.569,0.484
2021-07-28T00:00:00,40 - 49 Years,17.28024278,0.665,0.575
2021-07-28T00:00:00,50 - 64 Years,12.29704473,0.76,0.67
2021-07-28T00:00:00,65 - 74 Years,8.332201131,0.915,0.816
2021-07-28T00:00:00,75+ Years,8.584099723,0.872,0.776
2021-07-27T00:00:00,<12 Years,9.626086582,0.005,0.003
2021-07-27T00:00:00,12 - 15 Years,12.58107889,0.374,0.279
2021-07-27T00:00:00,16 - 17 Years,15.97762891,0.484,0.394
2021-07-27T00:00:00,18 - 24 Years,19.45971522,0.525,0.433
2021-07-27T00:00:00,25 - 39 Years,19.77161151,0.567,0.483
2021-07-27T00:00:00,40 - 49 Years,15.84846035,0.663,0.574
2021-07-27T00:00:00,50 - 64 Years,11.28473955,0.759,0.669
2021-07-27T00:00:00,65 - 74 Years,7.654851922,0.915,0.816
2021-07-27T00:00:00,75+ Years,7.786263601,0.871,0.776
2021-07-26T00:00:00,<12 Years,9.015067025,0.005,0.003
2021-07-26T00:00:00,12 - 15 Years,11.93784475,0.371,0.278
2021-07-26T00:00:00,16 - 17 Years,15.12146917,0.483,0.394
2021-07-26T00:00:00,18 - 24 Years,18.51755186,0.524,0.432
2021-07-26T00:00:00,25 - 39 Years,18.90933309,0.566,0.482
2021-07-26T00:00:00,40 - 49 Years,15.19545984,0.662,0.574
2021-07-26T00:00:00,50 - 64 Years,10.79890571,0.758,0.669
2021-07-26T00:00:00,65 - 74 Years,7.323599742,0.914,0.815
2021-07-26T00:00:00,75+ Years,7.442731351,0.871,0.776
2021-07-25T00:00:00,<12 Years,8.67266999,0.005,0.003
2021-07-25T00:00:00,12 - 15 Years,11.60811251,0.37,0.277
2021-07-25T00:00:00,16 - 17 Years,14.75454357,0.481,0.393
2021-07-25T00:00:00,18 - 24 Years,18.02637889,0.523,0.431
2021-07-25T00:00:00,25 - 39 Years,18.34046152,0.565,0.482
2021-07-25T00:00:00,40 - 49 Years,14.75681925,0.661,0.573
2021-07-25T00:00:00,50 - 64 Years,10.54214026,0.757,0.669
2021-07-25T00:00:00,65 - 74 Years,7.043668322,0.914,0.815
2021-07-25T00:00:00,75+ Years,7.030492652,0.871,0.776
2021-07-24T00:00:00,<12 Years,8.185698708,0.005,0.003
2021-07-24T00:00:00,12 - 15 Years,11.07763655,0.366,0.275
2021-07-24T00:00:00,16 - 17 Years,14.12405169,0.479,0.391
2021-07-24T00:00:00,18 - 24 Years,17.27141909,0.521,0.43
2021-07-24T00:00:00,25 - 39 Years,17.61517666,0.563,0.481
2021-07-24T00:00:00,40 - 49 Years,14.09212639,0.659,0.572
2021-07-24T00:00:00,50 - 64 Years,10.05494427,0.756,0.668
2021-07-24T00:00:00,65 - 74 Years,6.702236817,0.913,0.815
2021-07-24T00:00:00,75+ Years,6.686960402,0.87,0.775
2021-07-23T00:00:00,<12 Years,7.732044947,0.005,0.003
2021-07-23T00:00:00,12 - 15 Years,10.5266591,0.362,0.272
2021-07-23T00:00:00,16 - 17 Years,13.4280989,0.476,0.389
2021-07-23T00:00:00,18 - 24 Years,16.52449581,0.519,0.429
2021-07-23T00:00:00,25 - 39 Years,16.83796512,0.562,0.48
2021-07-23T00:00:00,40 - 49 Years,13.43133098,0.658,0.571
2021-07-23T00:00:00,50 - 64 Years,9.568883401,0.755,0.667
2021-07-23T00:00:00,65 - 74 Years,6.32729837,0.912,0.814
2021-07-23T00:00:00,75+ Years,6.328004255,0.869,0.775
2021-07-22T00:00:00,<12 Years,7.177546187,0.005,0.003
2021-07-22T00:00:00,12 - 15 Years,9.975681649,0.36,0.27
2021-07-22T00:00:00,16 - 17 Years,12.57021651,0.474,0.388
2021-07-22T00:00:00,18 - 24 Years,15.64378816,0.518,0.427
2021-07-22T00:00:00,25 - 39 Years,15.97188718,0.561,0.479
2021-07-22T00:00:00,40 - 49 Years,12.69790123,0.656,0.57
2021-07-22T00:00:00,50 - 64 Years,9.07237938,0.753,0.666
2021-07-22T00:00:00,65 - 74 Years,5.943028875,0.911,0.813
2021-07-22T00:00:00,75+ Years,5.983069833,0.869,0.774
2021-07-21T00:00:00,<12 Years,6.740551187,0.005,0.003
2021-07-21T00:00:00,12 - 15 Years,9.472541001,0.356,0.268
2021-07-21T00:00:00,16 - 17 Years,11.80018954,0.471,0.386
2021-07-21T00:00:00,18 - 24 Years,14.85951872,0.516,0.426
2021-07-21T00:00:00,25 - 39 Years,15.23013776,0.559,0.478
2021-07-21T00:00:00,40 - 49 Years,12.07395446,0.655,0.569
2021-07-21T00:00:00,50 - 64 Years,8.581778013,0.752,0.665
2021-07-21T00:00:00,65 - 74 Years,5.626197404,0.911,0.813
2021-07-21T00:00:00,75+ Years,5.659869084,0.868,0.774
2021-07-20T00:00:00,<12 Years,6.294631851,0.005,0.003
2021-07-20T00:00:00,12 - 15 Years,8.971963038,0.354,0.266
2021-07-20T00:00:00,16 - 17 Years,11.26788902,0.469,0.384
2021-07-20T00:00:00,18 - 24 Years,14.12015921,0.515,0.425
2021-07-20T00:00:00,25 - 39 Years,14.47910064,0.558,0.477
2021-07-20T00:00:00,40 - 49 Years,11.39508905,0.654,0.568
2021-07-20T00:00:00,50 - 64 Years,8.192202841,0.751,0.664
2021-07-20T00:00:00,65 - 74 Years,5.369593602,0.91,0.812
2021-07-20T00:00:00,75+ Years,5.3079238,0.868,0.773
2021-07-19T00:00:00,<12 Years,6.063194064,0.005,0.003
2021-07-19T00:00:00,12 - 15 Years,8.653335769,0.352,0.264
2021-07-19T00:00:00,16 - 17 Years,10.85272907,0.468,0.383
2021-07-19T00:00:00,18 - 24 Years,13.58738545,0.514,0.424
2021-07-19T00:00:00,25 - 39 Years,13.85344746,0.558,0.476
2021-07-19T00:00:00,40 - 49 Years,10.95963728,0.653,0.568
2021-07-19T00:00:00,50 - 64 Years,7.908194368,0.751,0.664
2021-07-19T00:00:00,65 - 74 Years,5.145648466,0.91,0.812
2021-07-19T00:00:00,75+ Years,5.194347832,0.868,0.773
2021-07-18T00:00:00,<12 Years,5.342107693,0.005,0.003
2021-07-18T00:00:00,12 - 15 Years,7.648762929,0.349,0.262
2021-07-18T00:00:00,16 - 17 Years,9.505612541,0.466,0.382
2021-07-18T00:00:00,18 - 24 Years,12.0311377,0.513,0.423
2021-07-18T00:00:00,25 - 39 Years,12.50335376,0.557,0.475
2021-07-18T00:00:00,40 - 49 Years,9.791110065,0.652,0.567
2021-07-18T00:00:00,50 - 64 Years,7.061844577,0.75,0.663
2021-07-18T00:00:00,65 - 74 Years,4.649406404,0.909,0.812
2021-07-18T00:00:00,75+ Years,4.83819603,0.868,0.773
2021-07-17T00:00:00,<12 Years,5.099960702,0.005,0.003
2021-07-17T00:00:00,12 - 15 Years,7.252400856,0.347,0.26
2021-07-17T00:00:00,16 - 17 Years,8.990538574,0.464,0.38
2021-07-17T00:00:00,18 - 24 Years,11.50403678,0.512,0.422
2021-07-17T00:00:00,25 - 39 Years,11.99949608,0.556,0.475
2021-07-17T00:00:00,40 - 49 Years,9.323770042,0.651,0.566
2021-07-17T00:00:00,50 - 64 Years,6.752409286,0.749,0.662
2021-07-17T00:00:00,65 - 74 Years,4.435640592,0.909,0.811
2021-07-17T00:00:00,75+ Years,4.609641921,0.867,0.773
2021-07-16T00:00:00,<12 Years,4.838477649,0.005,0.003
2021-07-16T00:00:00,12 - 15 Years,6.875686042,0.344,0.258
2021-07-16T00:00:00,16 - 17 Years,8.57537862,0.462,0.378
2021-07-16T00:00:00,18 - 24 Years,11.01239107,0.51,0.421
2021-07-16T00:00:00,25 - 39 Years,11.51146972,0.555,0.474
2021-07-16T00:00:00,40 - 49 Years,8.94748869,0.65,0.565
2021-07-16T00:00:00,50 - 64 Years,6.474530492,0.748,0.661
2021-07-16T00:00:00,65 - 74 Years,4.203636824,0.908,0.81
2021-07-16T00:00:00,75+ Years,4.40562583,0.867,0.772
2021-07-15T00:00:00,<12 Years,4.657908579,0.005,0.003
2021-07-15T00:00:00,12 - 15 Years,6.518618485,0.342,0.256
2021-07-15T00:00:00,16 - 17 Years,8.25668737,0.46,0.376
2021-07-15T00:00:00,18 - 24 Years,10.67202097,0.509,0.419
2021-07-15T00:00:00,25 - 39 Years,11.15515981,0.554,0.473
2021-07-15T00:00:00,40 - 49 Years,8.684942097,0.649,0.564
2021-07-15T00:00:00,50 - 64 Years,6.263851145,0.748,0.661
2021-07-15T00:00:00,65 - 74 Years,4.089967702,0.907,0.81
2021-07-15T00:00:00,75+ Years,4.274522706,0.866,0.772
2021-07-14T00:00:00,<12 Years,4.557361057,0.005,0.003
2021-07-14T00:00:00,12 - 15 Years,6.366565793,0.339,0.253
2021-07-14T00:00:00,16 - 17 Years,8.191226464,0.458,0.375
2021-07-14T00:00:00,18 - 24 Years,10.53020009,0.507,0.418
2021-07-14T00:00:00,25 - 39 Years,10.94048731,0.553,0.472
2021-07-14T00:00:00,40 - 49 Years,8.600969705,0.648,0.563
2021-07-14T00:00:00,50 - 64 Years,6.253180963,0.747,0.66
2021-07-14T00:00:00,65 - 74 Years,4.000474475,0.907,0.809
2021-07-14T00:00:00,75+ Years,4.250685775,0.866,0.771
2021-07-13T00:00:00,<12 Years,4.336037517,0.004,0.003
2021-07-13T00:00:00,12 - 15 Years,6.058189267,0.337,0.251
2021-07-13T00:00:00,16 - 17 Years,7.746781369,0.456,0.372
2021-07-13T00:00:00,18 - 24 Years,10.07684602,0.506,0.417
2021-07-13T00:00:00,25 - 39 Years,10.3893468,0.552,0.47
2021-07-13T00:00:00,40 - 49 Years,8.251970522,0.647,0.561
2021-07-13T00:00:00,50 - 64 Years,5.959637433,0.746,0.658
2021-07-13T00:00:00,65 - 74 Years,3.757867245,0.906,0.808
2021-07-13T00:00:00,75+ Years,4.082425081,0.865,0.769
2021-07-12T00:00:00,<12 Years,3.894877828,0.004,0.003
2021-07-12T00:00:00,12 - 15 Years,5.442290442,0.335,0.249
2021-07-12T00:00:00,16 - 17 Years,7.049105929,0.455,0.371
2021-07-12T00:00:00,18 - 24 Years,9.166355992,0.505,0.416
2021-07-12T00:00:00,25 - 39 Years,9.482107474,0.551,0.47
2021-07-12T00:00:00,40 - 49 Years,7.494801737,0.647,0.561
2021-07-12T00:00:00,50 - 64 Years,5.402290669,0.745,0.658
2021-07-12T00:00:00,65 - 74 Years,3.391835706,0.906,0.807
2021-07-12T00:00:00,75+ Years,3.658969002,0.865,0.769
2021-07-11T00:00:00,<12 Years,3.846091456,0.004,0.003
2021-07-11T00:00:00,12 - 15 Years,5.478168044,0.333,0.247
2021-07-11T00:00:00,16 - 17 Years,7.109398868,0.454,0.37
2021-07-11T00:00:00,18 - 24 Years,9.189047333,0.504,0.415
2021-07-11T00:00:00,25 - 39 Years,9.292131811,0.55,0.469
2021-07-11T00:00:00,40 - 49 Years,7.45228407,0.646,0.56
2021-07-11T00:00:00,50 - 64 Years,5.462225311,0.745,0.657
2021-07-11T00:00:00,65 - 74 Years,3.424070233,0.905,0.807
2021-07-11T00:00:00,75+ Years,3.586056034,0.865,0.769
2021-07-10T00:00:00,<12 Years,3.675934111,0.004,0.003
2021-07-10T00:00:00,12 - 15 Years,5.270590493,0.331,0.245
2021-07-10T00:00:00,16 - 17 Years,6.856168523,0.452,0.368
2021-07-10T00:00:00,18 - 24 Years,8.800458131,0.503,0.413
2021-07-10T00:00:00,25 - 39 Years,8.859198385,0.549,0.468
2021-07-10T00:00:00,40 - 49 Years,7.167415702,0.645,0.559
2021-07-10T00:00:00,50 - 64 Years,5.257675643,0.744,0.656
2021-07-10T00:00:00,65 - 74 Years,3.321428712,0.905,0.806
2021-07-10T00:00:00,75+ Years,3.521556102,0.864,0.768
2021-07-09T00:00:00,<12 Years,3.518568315,0.004,0.003
2021-07-09T00:00:00,12 - 15 Years,5.115975115,0.329,0.242
2021-07-09T00:00:00,16 - 17 Years,6.623610043,0.45,0.366
2021-07-09T00:00:00,18 - 24 Years,8.538089509,0.501,0.412
2021-07-09T00:00:00,25 - 39 Years,8.540883609,0.548,0.467
2021-07-09T00:00:00,40 - 49 Years,6.940300497,0.644,0.558
2021-07-09T00:00:00,50 - 64 Years,5.134173957,0.743,0.655
2021-07-09T00:00:00,65 - 74 Years,3.25356655,0.904,0.806
2021-07-09T00:00:00,75+ Years,3.485099618,0.864,0.768
2021-07-08T00:00:00,<12 Years,3.24756597,0.004,0.003
2021-07-08T00:00:00,12 - 15 Years,4.803327446,0.327,0.239
2021-07-08T00:00:00,16 - 17 Years,6.177442293,0.449,0.364
2021-07-08T00:00:00,18 - 24 Years,7.920223223,0.5,0.41
2021-07-08T00:00:00,25 - 39 Years,7.894966357,0.547,0.465
2021-07-08T00:00:00,40 - 49 Years,6.479692439,0.643,0.557
2021-07-08T00:00:00,50 - 64 Years,4.800446974,0.742,0.654
2021-07-08T00:00:00,65 - 74 Years,3.023683475,0.903,0.805
2021-07-08T00:00:00,75+ Years,3.236214009,0.863,0.767
2021-07-07T00:00:00,<12 Years,2.961094775,0.004,0.003
2021-07-07T00:00:00,12 - 15 Years,4.484700176,0.324,0.236
2021-07-07T00:00:00,16 - 17 Years,5.689930812,0.447,0.361
2021-07-07T00:00:00,18 - 24 Years,7.193627598,0.498,0.409
2021-07-07T00:00:00,25 - 39 Years,7.212109393,0.546,0.464
2021-07-07T00:00:00,40 - 49 Years,5.904995308,0.642,0.555
2021-07-07T00:00:00,50 - 64 Years,4.383401758,0.741,0.653
2021-07-07T00:00:00,65 - 74 Years,2.775562443,0.903,0.804
2021-07-07T00:00:00,75+ Years,2.915817605,0.863,0.767
2021-07-06T00:00:00,<12 Years,2.787962652,0.004,0.003
2021-07-06T00:00:00,12 - 15 Years,4.276268397,0.323,0.234
2021-07-06T00:00:00,16 - 17 Years,5.419473913,0.446,0.36
2021-07-06T00:00:00,18 - 24 Years,6.691108959,0.497,0.407
2021-07-06T00:00:00,25 - 39 Years,6.774532118,0.545,0.463
2021-07-06T00:00:00,40 - 49 Years,5.554224556,0.641,0.554
2021-07-06T00:00:00,50 - 64 Years,4.168181908,0.741,0.652
2021-07-06T00:00:00,65 - 74 Years,2.656379521,0.902,0.803
2021-07-06T00:00:00,75+ Years,2.765084066,0.862,0.766
2021-07-05T00:00:00,<12 Years,2.635653979,0.004,0.003
2021-07-05T00:00:00,12 - 15 Years,4.081504275,0.322,0.234
2021-07-05T00:00:00,16 - 17 Years,5.092169386,0.445,0.359
2021-07-05T00:00:00,18 - 24 Years,6.334665822,0.497,0.407
2021-07-05T00:00:00,25 - 39 Years,6.314791015,0.545,0.463
2021-07-05T00:00:00,40 - 49 Years,5.241011076,0.64,0.554
2021-07-05T00:00:00,50 - 64 Years,3.979069951,0.74,0.652
2021-07-05T00:00:00,65 - 74 Years,2.536772459,0.902,0.803
2021-07-05T00:00:00,75+ Years,2.676747202,0.862,0.766
2021-07-04T00:00:00,<12 Years,2.708536059,0.004,0.003
2021-07-04T00:00:00,12 - 15 Years,4.169489821,0.321,0.232
2021-07-04T00:00:00,16 - 17 Years,5.126622494,0.444,0.358
2021-07-04T00:00:00,18 - 24 Years,6.458522721,0.496,0.406
2021-07-04T00:00:00,25 - 39 Years,6.320068117,0.544,0.462
2021-07-04T00:00:00,40 - 49 Years,5.298409926,0.64,0.553
2021-07-04T00:00:00,50 - 64 Years,3.971805146,0.74,0.651
2021-07-04T00:00:00,65 - 74 Years,2.524048304,0.902,0.803
2021-07-04T00:00:00,75+ Years,2.78120905,0.862,0.766
2021-07-03T00:00:00,<12 Years,2.677300882,0.004,0.003
2021-07-03T00:00:00,12 - 15 Years,4.121653019,0.318,0.229
2021-07-03T00:00:00,16 - 17 Years,5.033599102,0.442,0.356
2021-07-03T00:00:00,18 - 24 Years,6.332302141,0.495,0.405
2021-07-03T00:00:00,25 - 39 Years,6.163443737,0.543,0.461
2021-07-03T00:00:00,40 - 49 Years,5.22046087,0.639,0.552
2021-07-03T00:00:00,50 - 64 Years,3.89893007,0.739,0.65
2021-07-03T00:00:00,65 - 74 Years,2.436251631,0.901,0.802
2021-07-03T00:00:00,75+ Years,2.693573272,0.861,0.765
2021-07-02T00:00:00,<12 Years,2.607691059,0.004,0.003
2021-07-02T00:00:00,12 - 15 Years,3.968746099,0.315,0.225
2021-07-02T00:00:00,16 - 17 Years,4.81309921,0.44,0.352
2021-07-02T00:00:00,18 - 24 Years,6.118152617,0.493,0.401
2021-07-02T00:00:00,25 - 39 Years,5.930829093,0.541,0.458
2021-07-02T00:00:00,40 - 49 Years,5.005038025,0.637,0.549
2021-07-02T00:00:00,50 - 64 Years,3.75454207,0.737,0.648
2021-07-02T00:00:00,65 - 74 Years,2.359906699,0.9,0.8
2021-07-02T00:00:00,75+ Years,2.577192958,0.86,0.764
2021-07-01T00:00:00,<12 Years,2.488699909,0.004,0.003
2021-07-01T00:00:00,12 - 15 Years,3.798754606,0.313,0.221
2021-07-01T00:00:00,16 - 17 Years,4.661505534,0.438,0.35
2021-07-01T00:00:00,18 - 24 Years,5.949385774,0.491,0.4
2021-07-01T00:00:00,25 - 39 Years,5.700325289,0.54,0.457
2021-07-01T00:00:00,40 - 49 Years,4.809102443,0.636,0.548
2021-07-01T00:00:00,50 - 64 Years,3.575192195,0.736,0.647
2021-07-01T00:00:00,65 - 74 Years,2.258961732,0.899,0.8
2021-07-01T00:00:00,75+ Years,2.507084336,0.86,0.763
2021-06-30T00:00:00,<12 Years,2.432179112,0.004,0.003
2021-06-30T00:00:00,12 - 15 Years,3.638159629,0.309,0.215
2021-06-30T00:00:00,16 - 17 Years,4.503021236,0.435,0.346
2021-06-30T00:00:00,18 - 24 Years,5.749891074,0.488,0.395
2021-06-30T00:00:00,25 - 39 Years,5.496418079,0.538,0.454
2021-06-30T00:00:00,40 - 49 Years,4.628756672,0.634,0.545
2021-06-30T00:00:00,50 - 64 Years,3.472576823,0.734,0.643
2021-06-30T00:00:00,65 - 74 Years,2.191947847,0.897,0.796
2021-06-30T00:00:00,75+ Years,2.476236542,0.857,0.76
2021-06-29T00:00:00,<12 Years,2.381607873,0.004,0.003
2021-06-29T00:00:00,12 - 15 Years,3.552736768,0.304,0.211
2021-06-29T00:00:00,16 - 17 Years,4.458232196,0.431,0.342
2021-06-29T00:00:00,18 - 24 Years,5.627452384,0.485,0.393
2021-06-29T00:00:00,25 - 39 Years,5.325651067,0.536,0.451
2021-06-29T00:00:00,40 - 49 Years,4.512541716,0.631,0.542
2021-06-29T00:00:00,50 - 64 Years,3.395388269,0.732,0.641
2021-06-29T00:00:00,65 - 74 Years,2.171165059,0.895,0.795
2021-06-29T00:00:00,75+ Years,2.471328939,0.855,0.758
2021-06-28T00:00:00,<12 Years,2.317947608,0.004,0.003
2021-06-28T00:00:00,12 - 15 Years,3.481835794,0.302,0.207
2021-06-28T00:00:00,16 - 17 Years,4.380712702,0.429,0.34
2021-06-28T00:00:00,18 - 24 Years,5.442612508,0.484,0.391
2021-06-28T00:00:00,25 - 39 Years,5.17852547,0.534,0.45
2021-06-28T00:00:00,40 - 49 Years,4.45549718,0.63,0.54
2021-06-28T00:00:00,50 - 64 Years,3.354750766,0.731,0.639
2021-06-28T00:00:00,65 - 74 Years,2.177951276,0.894,0.794
2021-06-28T00:00:00,75+ Years,2.407530092,0.854,0.757
2021-06-27T00:00:00,<12 Years,2.146897829,0.004,0.002
2021-06-27T00:00:00,12 - 15 Years,3.170042353,0.3,0.203
2021-06-27T00:00:00,16 - 17 Years,4.117146425,0.427,0.335
2021-06-27T00:00:00,18 - 24 Years,5.608542934,0.482,0.388
2021-06-27T00:00:00,25 - 39 Years,4.815038703,0.533,0.447
2021-06-27T00:00:00,40 - 49 Years,4.150787233,0.628,0.537
2021-06-27T00:00:00,50 - 64 Years,3.22466535,0.729,0.637
2021-06-27T00:00:00,65 - 74 Years,2.125782238,0.894,0.793
2021-06-27T00:00:00,75+ Years,2.255394382,0.854,0.756
2021-06-26T00:00:00,<12 Years,2.085022431,0.004,0.002
2021-06-26T00:00:00,12 - 15 Years,3.064972235,0.297,0.199
2021-06-26T00:00:00,16 - 17 Years,4.079248006,0.425,0.331
2021-06-26T00:00:00,18 - 24 Years,5.537632496,0.48,0.384
2021-06-26T00:00:00,25 - 39 Years,4.749813726,0.532,0.443
2021-06-26T00:00:00,40 - 49 Years,4.091971127,0.627,0.534
2021-06-26T00:00:00,50 - 64 Years,3.216265419,0.728,0.634
2021-06-26T00:00:00,65 - 74 Years,2.128751208,0.893,0.791
2021-06-26T00:00:00,75+ Years,2.23716614,0.853,0.755
2021-06-25T00:00:00,<12 Years,2.118637431,0.004,0.002
2021-06-25T00:00:00,12 - 15 Years,3.131602066,0.294,0.194
2021-06-25T00:00:00,16 - 17 Years,4.158490155,0.423,0.328
2021-06-25T00:00:00,18 - 24 Years,5.618943132,0.479,0.382
2021-06-25T00:00:00,25 - 39 Years,4.780843084,0.53,0.441
2021-06-25T00:00:00,40 - 49 Years,4.150078606,0.626,0.532
2021-06-25T00:00:00,50 - 64 Years,3.249865143,0.727,0.632
2021-06-25T00:00:00,65 - 74 Years,2.130447762,0.892,0.79
2021-06-25T00:00:00,75+ Years,2.323399745,0.852,0.754
2021-06-24T00:00:00,<12 Years,2.151359998,0.004,0.002
2021-06-24T00:00:00,12 - 15 Years,3.182855782,0.292,0.189
2021-06-24T00:00:00,16 - 17 Years,4.282521344,0.421,0.326
2021-06-24T00:00:00,18 - 24 Years,5.817492359,0.478,0.38
2021-06-24T00:00:00,25 - 39 Years,4.961108879,0.53,0.44
2021-06-24T00:00:00,40 - 49 Years,4.312708682,0.625,0.531
2021-06-24T00:00:00,50 - 64 Years,3.414685408,0.727,0.631
2021-06-24T00:00:00,65 - 74 Years,2.204672002,0.892,0.79
2021-06-24T00:00:00,75+ Years,2.469926766,0.853,0.754
2021-06-23T00:00:00,<12 Years,2.079072874,0.004,0.002
2021-06-23T00:00:00,12 - 15 Years,3.131602066,0.288,0.185
2021-06-23T00:00:00,16 - 17 Years,4.153322188,0.419,0.323
2021-06-23T00:00:00,18 - 24 Years,5.778727986,0.476,0.378
2021-06-23T00:00:00,25 - 39 Years,4.851978415,0.528,0.439
2021-06-23T00:00:00,40 - 49 Years,4.272671212,0.624,0.529
2021-06-23T00:00:00,50 - 64 Years,3.384037011,0.726,0.63
2021-06-23T00:00:00,65 - 74 Years,2.237754806,0.891,0.789
2021-06-23T00:00:00,75+ Years,2.46922568,0.852,0.753
2021-06-22T00:00:00,<12 Years,2.063604024,0.004,0.002
2021-06-22T00:00:00,12 - 15 Years,3.075222978,0.286,0.182
2021-06-22T00:00:00,16 - 17 Years,4.049962864,0.417,0.322
2021-06-22T00:00:00,18 - 24 Years,5.820328777,0.475,0.377
2021-06-22T00:00:00,25 - 39 Years,4.857255517,0.527,0.437
2021-06-22T00:00:00,40 - 49 Years,4.338219282,0.623,0.528
2021-06-22T00:00:00,50 - 64 Years,3.462133666,0.725,0.629
2021-06-22T00:00:00,65 - 74 Years,2.30519283,0.891,0.788
2021-06-22T00:00:00,75+ Years,2.588410338,0.852,0.752
2021-06-21T00:00:00,<12 Years,2.072528361,0.004,0.002
2021-06-21T00:00:00,12 - 15 Years,3.093161779,0.283,0.178
2021-06-21T00:00:00,16 - 17 Years,4.063744107,0.415,0.319
2021-06-21T00:00:00,18 - 24 Years,5.897857522,0.473,0.375
2021-06-21T00:00:00,25 - 39 Years,4.870342729,0.526,0.436
2021-06-21T00:00:00,40 - 49 Years,4.344596932,0.622,0.527
2021-06-21T00:00:00,50 - 64 Years,3.507311672,0.724,0.628
2021-06-21T00:00:00,65 - 74 Years,2.300951445,0.89,0.787
2021-06-21T00:00:00,75+ Years,2.633279856,0.851,0.752
2021-06-20T00:00:00,<12 Years,1.949075042,0.004,0.002
2021-06-20T00:00:00,12 - 15 Years,2.885584228,0.281,0.174
2021-06-20T00:00:00,16 - 17 Years,3.796732519,0.414,0.317
2021-06-20T00:00:00,18 - 24 Years,5.33388317,0.472,0.373
2021-06-20T00:00:00,25 - 39 Years,4.700631138,0.525,0.435
2021-06-20T00:00:00,40 - 49 Years,4.176297834,0.621,0.525
2021-06-20T00:00:00,50 - 64 Years,3.396977445,0.723,0.627
